"Participant","Duration.x","Date.x","Image_Action.x","Image_People.x","Image_Emotion.x","Image_Vivid.x","Rater2.x","Q1","Q2","Q3","Q4","Q1.new","Q2.new","Q3.new","Q4.new","Steps","Effective","Concrete","Emotion"
767,1201,"14/05/2020 18:41","Most of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",6,4,4,3,6,4,4,3,6,4,4,3
768,1058,"14/05/2020 18:46","Most of the time","About half the time","Not at all","Dim & vague, flat","",1,3,3,3,1,3,3,3,1,3,3,3
769,2848,"14/05/2020 18:53","Not at all","Sometimes","Not at all","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
770,753,"14/05/2020 18:54","About half the time","Most of the time","About half the time","Clear and lively","",3,3,4,3,3,3,4,3,3,3,4,3
771,1301,"14/05/2020 18:56","Sometimes","About half the time","About half the time","Moderately clear and lively","",2,4,4,4,2,4,4,4,2,4,4,4
772,1176,"14/05/2020 19:23","Sometimes","Sometimes","All/almost all of the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
773,1944,"14/05/2020 19:31","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
774,744,"14/05/2020 19:35","Sometimes","Most of the time","Most of the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
775,907,"14/05/2020 19:39","Most of the time","All/almost all of the time","Sometimes","Clear and lively","KH",3,3,3,4,1.5,1.5,1.5,2,1.5,1.5,1.5,2
776,10906,"14/05/2020 19:40","About half the time","About half the time","Most of the time","Clear and lively","",2,3,4,3,2,3,4,3,2,3,4,3
777,1346,"14/05/2020 19:44","About half the time","Sometimes","About half the time","Clear and lively","",2,3,3,5,2,3,3,5,2,3,3,5
778,701,"14/05/2020 19:48","Sometimes","Sometimes","Sometimes","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
779,1910,"14/05/2020 19:50","Most of the time","All/almost all of the time","Not at all","Perfectly clear and lively as real seeing","",5,5,4,4,5,5,4,4,5,5,4,4
780,760,"14/05/2020 19:51","Not at all","Most of the time","Most of the time","Clear and lively","KH",4,3,4,3,2,1.5,2,1.5,2,1.5,2,1.5
781,819,"14/05/2020 19:53","About half the time","All/almost all of the time","All/almost all of the time","Clear and lively","",3,2,2,1,3,2,2,1,3,2,2,1
782,1351,"14/05/2020 19:53","Sometimes","About half the time","About half the time","Moderately clear and lively","",1,2,2,3,1,2,2,3,1,2,2,3
783,1312,"14/05/2020 19:55","Not at all","Not at all","About half the time","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
784,2818,"14/05/2020 19:56","Most of the time","All/almost all of the time","All/almost all of the time","Clear and lively","",5,5,5,5,5,5,5,5,5,5,5,5
785,803,"14/05/2020 19:57","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",1,2,2,3,1,2,2,3,1,2,2,3
786,983,"14/05/2020 19:59","Sometimes","Most of the time","Sometimes","Dim & vague, flat","KH",2,2,2,2,1,1,1,1,1,1,1,1
787,773,"14/05/2020 20:04","","","","","",0,1,1,4,0,1,1,4,0,1,1,4
788,738,"14/05/2020 20:04","Not at all","Most of the time","Sometimes","Clear and lively","",2,4,3,3,2,4,3,3,2,4,3,3
789,2752,"14/05/2020 20:08","Sometimes","Most of the time","About half the time","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
790,6387,"14/05/2020 20:10","Sometimes","About half the time","Sometimes","Clear and lively","",2,2,3,2,2,2,3,2,2,2,3,2
791,529,"14/05/2020 20:15","All/almost all of the time","Sometimes","Most of the time","Clear and lively","",3,5,4,3,3,5,4,3,3,5,4,3
792,1102,"14/05/2020 20:21","About half the time","All/almost all of the time","Most of the time","Clear and lively","",3,4,4,3,3,4,4,3,3,4,4,3
793,1089,"14/05/2020 20:29","Not at all","Sometimes","Most of the time","Clear and lively","LL",2,3,2,4,1,1.5,1,2,1,1.5,1,2
794,2100,"14/05/2020 20:36","About half the time","Not at all","Sometimes","Moderately clear and lively","CP",10,8,7,6,5,4,3.5,3,5,4,3.5,3
795,859,"14/05/2020 20:36","Sometimes","All/almost all of the time","Most of the time","Perfectly clear and lively as real seeing","",2,3,4,3,2,3,4,3,2,3,4,3
796,1572,"14/05/2020 20:37","Most of the time","All/almost all of the time","Most of the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
797,1070,"14/05/2020 20:41","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",2,3,3,4,2,3,3,4,2,3,3,4
798,1008,"14/05/2020 20:45","Sometimes","Sometimes","Most of the time","Dim & vague, flat","CP",6,6,5,7,3,3,2.5,3.5,3,3,2.5,3.5
799,891,"14/05/2020 20:46","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
800,3504,"14/05/2020 20:48","Most of the time","Sometimes","Sometimes","Moderately clear and lively","CP",9,6,7,8,4.5,3,3.5,4,4.5,3,3.5,4
801,2454,"14/05/2020 20:56","Most of the time","About half the time","About half the time","Moderately clear and lively","",1,1,1,3,1,1,1,3,1,1,1,3
802,1139,"14/05/2020 21:00","Most of the time","Sometimes","All/almost all of the time","Perfectly clear and lively as real seeing","",1,1,1,1,1,1,1,1,1,1,1,1
803,566,"14/05/2020 21:03","About half the time","About half the time","Sometimes","Dim & vague, flat","JL",5,7,6,6,2.5,3.5,3,3,2.5,3.5,3,3
804,4689,"14/05/2020 21:04","All/almost all of the time","All/almost all of the time","Not at all","Perfectly clear and lively as real seeing","",2,4,4,4,2,4,4,4,2,4,4,4
805,1980,"14/05/2020 21:06","Most of the time","All/almost all of the time","Most of the time","Clear and lively","",8,5,5,4,8,5,5,4,8,5,5,4
806,840,"14/05/2020 21:18","Sometimes","Most of the time","Sometimes","Moderately clear and lively","",6,4,3,4,6,4,3,4,6,4,3,4
807,1303,"14/05/2020 21:24","Sometimes","Most of the time","About half the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
808,1401,"14/05/2020 21:28","Most of the time","Most of the time","Sometimes","Moderately clear and lively","CP",8,6,6,7,4,3,3,3.5,4,3,3,3.5
809,764,"14/05/2020 21:44","About half the time","About half the time","All/almost all of the time","Perfectly clear and lively as real seeing","",10,3,4,2,10,3,4,2,10,3,4,2
810,3259,"14/05/2020 21:50","Sometimes","All/almost all of the time","Most of the time","Perfectly clear and lively as real seeing","",3,2,3,1,3,2,3,1,3,2,3,1
811,949,"14/05/2020 21:51","Not at all","Most of the time","About half the time","Clear and lively","",3,3,2,3,3,3,2,3,3,3,2,3
812,2041,"14/05/2020 21:51","Most of the time","Most of the time","About half the time","Perfectly clear and lively as real seeing","KH",6,3,3,3,3,1.5,1.5,1.5,3,1.5,1.5,1.5
813,1559,"14/05/2020 21:57","Not at all","Not at all","Sometimes","No image at all, you only “know” that you are thinking of the object","",0,0,0,0,0,0,0,0,0,0,0,0
814,1550,"14/05/2020 21:58","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",2,2,2,1,2,2,2,1,2,2,2,1
815,1665,"14/05/2020 21:59","About half the time","Most of the time","All/almost all of the time","Moderately clear and lively","",4,3,1,3,4,3,1,3,4,3,1,3
816,1237,"14/05/2020 22:00","Sometimes","About half the time","About half the time","Perfectly clear and lively as real seeing","CP",7,7,7,9,3.5,3.5,3.5,4.5,3.5,3.5,3.5,4.5
817,1904,"14/05/2020 22:03","About half the time","Sometimes","Sometimes","Moderately clear and lively","",1,1,1,3,1,1,1,3,1,1,1,3
818,624,"14/05/2020 22:06","About half the time","Most of the time","Sometimes","Moderately clear and lively","",1,4,4,4,1,4,4,4,1,4,4,4
819,765,"14/05/2020 22:06","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",6,2,2,3,6,2,2,3,6,2,2,3
820,2035,"14/05/2020 22:11","Sometimes","Sometimes","All/almost all of the time","Perfectly clear and lively as real seeing","",12,4,4,4,12,4,4,4,12,4,4,4
821,4236,"14/05/2020 22:13","Most of the time","All/almost all of the time","Most of the time","Moderately clear and lively","",3,4,4,3,3,4,4,3,3,4,4,3
822,581,"14/05/2020 22:14","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
823,1799,"14/05/2020 22:15","Sometimes","Sometimes","Sometimes","Moderately clear and lively","LL",19,4,4,4,9.5,2,2,2,9.5,2,2,2
824,72576,"14/05/2020 22:29","Most of the time","Most of the time","Sometimes","Dim & vague, flat","JL",6,6,5,8,3,3,2.5,4,3,3,2.5,4
825,2185,"14/05/2020 22:31","Most of the time","Most of the time","Most of the time","Moderately clear and lively","",2,3,5,2,2,3,5,2,2,3,5,2
826,968,"14/05/2020 22:33","About half the time","Most of the time","About half the time","Moderately clear and lively","AM",4,6,6,7,2,3,3,3.5,2,3,3,3.5
827,1722,"14/05/2020 22:33","Most of the time","Most of the time","Most of the time","Perfectly clear and lively as real seeing","",1,1,1,4,1,1,1,4,1,1,1,4
828,2002,"14/05/2020 22:47","About half the time","Most of the time","Most of the time","Moderately clear and lively","",4,5,5,5,4,5,5,5,4,5,5,5
829,4308,"14/05/2020 22:55","Not at all","Sometimes","Sometimes","Moderately clear and lively","",2,4,4,3,2,4,4,3,2,4,4,3
830,511,"14/05/2020 23:08","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",4,3,2,3,4,3,2,3,4,3,2,3
831,1812,"14/05/2020 23:09","Sometimes","Sometimes","Sometimes","Clear and lively","",1,4,4,4,1,4,4,4,1,4,4,4
832,3473,"14/05/2020 23:24","Sometimes","Most of the time","Most of the time","No image at all, you only “know” that you are thinking of the object","",6,3,5,2,6,3,5,2,6,3,5,2
833,415,"14/05/2020 23:27","All/almost all of the time","All/almost all of the time","All/almost all of the time","Clear and lively","",3,3,4,3,3,3,4,3,3,3,4,3
834,955,"14/05/2020 23:35","All/almost all of the time","All/almost all of the time","Sometimes","Clear and lively","",2,2,2,3,2,2,2,3,2,2,2,3
835,2412,"14/05/2020 23:37","All/almost all of the time","All/almost all of the time","Most of the time","Perfectly clear and lively as real seeing","",3,3,4,3,3,3,4,3,3,3,4,3
836,1506,"14/05/2020 23:45","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",2,3,3,3,2,3,3,3,2,3,3,3
837,875,"14/05/2020 23:51","Most of the time","Most of the time","Sometimes","Perfectly clear and lively as real seeing","",0,1,1,3,0,1,1,3,0,1,1,3
838,1072,"14/05/2020 23:51","About half the time","All/almost all of the time","Sometimes","Clear and lively","",1,1,1,3,1,1,1,3,1,1,1,3
839,17099,"14/05/2020 23:52","About half the time","All/almost all of the time","Sometimes","Moderately clear and lively","",5,3,2,3,5,3,2,3,5,3,2,3
840,580,"14/05/2020 23:53","About half the time","Most of the time","Not at all","Perfectly clear and lively as real seeing","",2,3,4,3,2,3,4,3,2,3,4,3
841,1456,"15/05/2020 0:01","About half the time","Most of the time","Sometimes","Clear and lively","",4,4,4,4,4,4,4,4,4,4,4,4
842,1027,"15/05/2020 0:03","Not at all","Sometimes","Sometimes","No image at all, you only “know” that you are thinking of the object","",0,0,0,0,0,0,0,0,0,0,0,0
843,7041,"15/05/2020 0:04","Sometimes","About half the time","Sometimes","Clear and lively","",3,2,2,4,3,2,2,4,3,2,2,4
844,750,"15/05/2020 0:09","Sometimes","Most of the time","All/almost all of the time","Moderately clear and lively","",2,3,2,3,2,3,2,3,2,3,2,3
845,622,"15/05/2020 0:10","Not at all","Not at all","Not at all","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
846,819,"15/05/2020 0:12","About half the time","Most of the time","Most of the time","Moderately clear and lively","AM",4,5,6,7,2,2.5,3,3.5,2,2.5,3,3.5
847,988,"15/05/2020 0:12","All/almost all of the time","All/almost all of the time","Most of the time","Perfectly clear and lively as real seeing","",3,4,4,3,3,4,4,3,3,4,4,3
848,1155,"15/05/2020 0:14","Not at all","Sometimes","Sometimes","Moderately clear and lively","",2,2,3,3,2,2,3,3,2,2,3,3
849,1174,"15/05/2020 0:15","Not at all","Sometimes","Sometimes","Moderately clear and lively","",2,4,4,3,2,4,4,3,2,4,4,3
850,1648,"15/05/2020 0:15","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","AM",7,4,3,6,3.5,2,1.5,3,3.5,2,1.5,3
851,33511,"15/05/2020 0:17","Sometimes","About half the time","Sometimes","Clear and lively","",4,4,2,3,4,4,2,3,4,4,2,3
852,845,"15/05/2020 0:20","Sometimes","Most of the time","Most of the time","Moderately clear and lively","",1,2,1,3,1,2,1,3,1,2,1,3
853,2614,"15/05/2020 0:23","Not at all","About half the time","Not at all","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
854,1055,"15/05/2020 0:27","","","","","",1,2,1,4,1,2,1,4,1,2,1,4
855,1935,"15/05/2020 0:31","Sometimes","Most of the time","Sometimes","Perfectly clear and lively as real seeing","JL",6,7,7,6,3,3.5,3.5,3,3,3.5,3.5,3
856,1610,"15/05/2020 0:31","Sometimes","Sometimes","Sometimes","Dim & vague, flat","",6,5,5,4,6,5,5,4,6,5,5,4
857,372,"15/05/2020 0:32","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
858,619,"15/05/2020 0:38","Not at all","Sometimes","All/almost all of the time","No image at all, you only “know” that you are thinking of the object","",4,3,2,3,4,3,2,3,4,3,2,3
859,1728,"15/05/2020 0:41","About half the time","Most of the time","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
860,310,"15/05/2020 0:43","All/almost all of the time","All/almost all of the time","Not at all","Clear and lively","JL",4,5,5,6,2,2.5,2.5,3,2,2.5,2.5,3
861,1464,"15/05/2020 0:47","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",2,3,4,3,2,3,4,3,2,3,4,3
862,692,"15/05/2020 0:49","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",1,2,1,3,1,2,1,3,1,2,1,3
863,1289,"15/05/2020 0:55","Not at all","About half the time","Most of the time","Moderately clear and lively","",0,1,1,3,0,1,1,3,0,1,1,3
864,2161,"15/05/2020 0:59","Not at all","Most of the time","Most of the time","Clear and lively","",8,5,5,5,8,5,5,5,8,5,5,5
865,1630,"15/05/2020 0:59","Not at all","Sometimes","Sometimes","Moderately clear and lively","",2,3,4,2,2,3,4,2,2,3,4,2
866,1834,"15/05/2020 1:03","Most of the time","All/almost all of the time","About half the time","Perfectly clear and lively as real seeing","",4,4,4,5,4,4,4,5,4,4,4,5
867,2565,"15/05/2020 1:04","Not at all","About half the time","About half the time","Moderately clear and lively","",1,3,2,4,1,3,2,4,1,3,2,4
868,2679,"15/05/2020 1:14","About half the time","All/almost all of the time","About half the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
869,3260,"15/05/2020 1:27","About half the time","Most of the time","Most of the time","Clear and lively","",9,4,4,4,9,4,4,4,9,4,4,4
870,7275,"15/05/2020 1:41","Not at all","Sometimes","Sometimes","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
871,857,"15/05/2020 1:58","Sometimes","About half the time","Not at all","No image at all, you only “know” that you are thinking of the object","",0,1,1,3,0,1,1,3,0,1,1,3
872,673,"15/05/2020 1:58","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",1,2,1,3,1,2,1,3,1,2,1,3
873,1857,"15/05/2020 2:02","Not at all","Most of the time","Most of the time","Moderately clear and lively","",2,2,2,2.5,2,2,2,2.5,2,2,2,2.5
874,2100,"15/05/2020 2:14","Sometimes","About half the time","Sometimes","Dim & vague, flat","",6,2,4,3,6,2,4,3,6,2,4,3
875,1855,"15/05/2020 2:19","About half the time","About half the time","About half the time","Clear and lively","",2,4,5,4,2,4,5,4,2,4,5,4
876,1585,"15/05/2020 2:25","Not at all","Sometimes","Sometimes","Dim & vague, flat","",2,3,3,3,2,3,3,3,2,3,3,3
877,577,"15/05/2020 2:25","Not at all","All/almost all of the time","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
878,602,"15/05/2020 2:29","Not at all","Not at all","Not at all","","",0,0,0,0,0,0,0,0,0,0,0,0
879,1157,"15/05/2020 2:30","Not at all","Sometimes","Not at all","Moderately clear and lively","",5,3,3,3,5,3,3,3,5,3,3,3
880,810,"15/05/2020 2:30","About half the time","Sometimes","About half the time","Clear and lively","",3,3,4,3,3,3,4,3,3,3,4,3
881,1096,"15/05/2020 2:39","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",5,5,5,3,5,5,5,3,5,5,5,3
882,1287,"15/05/2020 2:43","Not at all","All/almost all of the time","Most of the time","Clear and lively","",3,4,4,3,3,4,4,3,3,4,4,3
883,967,"15/05/2020 2:45","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","AM",2,4,2,6,1,2,1,3,1,2,1,3
884,25985,"15/05/2020 3:03","Sometimes","Most of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",0,0,0,0,0,0,0,0,0,0,0,0
885,35439,"15/05/2020 3:09","Not at all","Not at all","","","",0,0,0,0,0,0,0,0,0,0,0,0
886,1266,"15/05/2020 3:09","Not at all","Sometimes","Sometimes","Moderately clear and lively","",2,2,2,4,2,2,2,4,2,2,2,4
887,2977,"15/05/2020 3:11","Not at all","Not at all","Sometimes","Clear and lively","LL",0,0,0,0,0,0,0,0,0,0,0,0
888,2874,"15/05/2020 3:12","Sometimes","Most of the time","Most of the time","Perfectly clear and lively as real seeing","",0,0,0,0,0,0,0,0,0,0,0,0
889,951,"15/05/2020 3:13","Sometimes","Sometimes","Sometimes","Moderately clear and lively","KH",1,3,2,3,0.5,1.5,1,1.5,0.5,1.5,1,1.5
890,911,"15/05/2020 3:14","Sometimes","Most of the time","Most of the time","Moderately clear and lively","",1,4,4,4,1,4,4,4,1,4,4,4
891,2023,"15/05/2020 3:17","Not at all","Sometimes","Not at all","No image at all, you only “know” that you are thinking of the object","",4,3,3,3,4,3,3,3,4,3,3,3
892,32674,"15/05/2020 3:18","Most of the time","Most of the time","Most of the time","Dim & vague, flat","",2,3,3,3,2,3,3,3,2,3,3,3
893,1321,"15/05/2020 3:20","Not at all","Most of the time","All/almost all of the time","Dim & vague, flat","",2,3,3,3,2,3,3,3,2,3,3,3
894,1005,"15/05/2020 3:25","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
895,2180,"15/05/2020 3:27","Sometimes","Most of the time","Sometimes","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
896,14147,"15/05/2020 3:28","Sometimes","Sometimes","Most of the time","Clear and lively","",2,4,4,4,2,4,4,4,2,4,4,4
897,1703,"15/05/2020 3:34","Sometimes","Most of the time","About half the time","Moderately clear and lively","",3,4,3,3,3,4,3,3,3,4,3,3
898,849,"15/05/2020 3:43","Not at all","Most of the time","About half the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
899,1857,"15/05/2020 4:08","Most of the time","About half the time","Sometimes","Clear and lively","JS",4,3,2,4,2,1.5,1,2,2,1.5,1,2
900,734,"15/05/2020 4:16","Most of the time","Most of the time","Most of the time","Moderately clear and lively","",1,3,3,3,1,3,3,3,1,3,3,3
901,1121,"15/05/2020 4:18","Sometimes","Not at all","Most of the time","Dim & vague, flat","",3,4,4,3,3,4,4,3,3,4,4,3
902,1684,"15/05/2020 4:24","About half the time","Most of the time","About half the time","Moderately clear and lively","JL",10,7,7,7,5,3.5,3.5,3.5,5,3.5,3.5,3.5
903,67,"15/05/2020 4:29","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
904,2828,"15/05/2020 4:36","Sometimes","Sometimes","Sometimes","Dim & vague, flat","",3,3,3,1,3,3,3,1,3,3,3,1
905,2275,"15/05/2020 4:56","All/almost all of the time","Most of the time","Most of the time","Clear and lively","AM",2,6,4,7,1,3,2,3.5,1,3,2,3.5
906,2682,"15/05/2020 5:02","Sometimes","Sometimes","Not at all","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
907,520,"15/05/2020 5:08","Most of the time","Most of the time","About half the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
908,899,"15/05/2020 5:09","Sometimes","Most of the time","Sometimes","Dim & vague, flat","",3,3,2,3,3,3,2,3,3,3,2,3
909,1633,"15/05/2020 5:23","About half the time","All/almost all of the time","Most of the time","Clear and lively","",8,5,5,5,8,5,5,5,8,5,5,5
910,3128,"15/05/2020 5:25","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",2,4,4,4,2,4,4,4,2,4,4,4
911,776,"15/05/2020 5:36","Sometimes","About half the time","Most of the time","Dim & vague, flat","",4,3,3,3,4,3,3,3,4,3,3,3
912,1218,"15/05/2020 5:39","Not at all","Most of the time","Not at all","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
913,1912,"15/05/2020 5:49","Sometimes","Sometimes","Sometimes","Clear and lively","",1,3,4,3,1,3,4,3,1,3,4,3
914,1774,"15/05/2020 5:56","Sometimes","All/almost all of the time","Most of the time","Clear and lively","KH",4,5,4,3,2,2.5,2,1.5,2,2.5,2,1.5
915,2388,"15/05/2020 5:57","Not at all","Sometimes","Most of the time","Dim & vague, flat","",1,2,1,4,1,2,1,4,1,2,1,4
916,1121,"15/05/2020 6:27","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
917,24238,"15/05/2020 6:34","About half the time","Sometimes","About half the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
918,1401,"15/05/2020 6:45","Not at all","Sometimes","Not at all","No image at all, you only “know” that you are thinking of the object","",1,2,3,3,1,2,3,3,1,2,3,3
919,2135,"15/05/2020 6:45","About half the time","All/almost all of the time","Sometimes","Clear and lively","",8,4,5,3,8,4,5,3,8,4,5,3
920,21099,"15/05/2020 7:05","Sometimes","Sometimes","Not at all","Dim & vague, flat","",0,0,0,0,0,0,0,0,0,0,0,0
921,873,"15/05/2020 7:07","Most of the time","Most of the time","Most of the time","Clear and lively","JS",0,0,0,0,0,0,0,0,0,0,0,0
922,2578,"15/05/2020 7:20","Sometimes","Most of the time","Most of the time","Perfectly clear and lively as real seeing","",7,5,5,4,7,5,5,4,7,5,5,4
923,23066,"15/05/2020 7:45","Most of the time","Most of the time","Most of the time","Clear and lively","LL",0,0,0,0,0,0,0,0,0,0,0,0
924,55131,"15/05/2020 10:02","Sometimes","Most of the time","About half the time","Moderately clear and lively","",5,5,5,5,5,5,5,5,5,5,5,5
925,1088,"15/05/2020 14:31","About half the time","Most of the time","Most of the time","Clear and lively","",4,2,2,3,4,2,2,3,4,2,2,3
926,1282,"15/05/2020 15:39","Sometimes","All/almost all of the time","All/almost all of the time","Clear and lively","AM",2,5,4,7,1,2.5,2,3.5,1,2.5,2,3.5
927,127380,"15/05/2020 16:10","Not at all","Not at all","Sometimes","No image at all, you only “know” that you are thinking of the object","JL",2,4,3,5,1,2,1.5,2.5,1,2,1.5,2.5
928,1593,"15/05/2020 16:13","Sometimes","About half the time","Most of the time","Moderately clear and lively","",2,2,2,4,2,2,2,4,2,2,2,4
929,1051,"15/05/2020 16:23","About half the time","About half the time","Not at all","Perfectly clear and lively as real seeing","",0,0,0,0,0,0,0,0,0,0,0,0
930,1470,"15/05/2020 16:28","Not at all","About half the time","Not at all","Moderately clear and lively","",9,5,5,5,9,5,5,5,9,5,5,5
931,551,"15/05/2020 16:29","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
932,951,"15/05/2020 17:25","Sometimes","Sometimes","Not at all","Moderately clear and lively","CP",7,6,6,6,3.5,3,3,3,3.5,3,3,3
933,856,"15/05/2020 17:49","Sometimes","Most of the time","Sometimes","Dim & vague, flat","",5,4,5,5,5,4,5,5,5,4,5,5
934,539,"15/05/2020 17:58","","","","","",0,0,0,0,0,0,0,0,0,0,0,0
935,1214,"15/05/2020 18:08","About half the time","Most of the time","Most of the time","Clear and lively","",8,5,5,5,8,5,5,5,8,5,5,5
936,55069,"15/05/2020 18:23","Sometimes","Sometimes","Sometimes","Moderately clear and lively","AM",6,6,5,6,3,3,2.5,3,3,3,2.5,3
937,2222,"15/05/2020 18:36","Not at all","About half the time","Not at all","Moderately clear and lively","",5,4,4,4,5,4,4,4,5,4,4,4
938,679,"15/05/2020 19:18","Not at all","Most of the time","Sometimes","No image at all, you only “know” that you are thinking of the object","",3,5,4,4,3,5,4,4,3,5,4,4
939,969,"15/05/2020 19:23","Not at all","About half the time","Sometimes","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
940,114912,"15/05/2020 19:55","Sometimes","Not at all","Not at all","Moderately clear and lively","",2,3,4,3,2,3,4,3,2,3,4,3
941,857,"15/05/2020 20:00","Not at all","Sometimes","Most of the time","Dim & vague, flat","",2,2,1,1,2,2,1,1,2,2,1,1
942,1669,"15/05/2020 20:04","Not at all","Sometimes","Not at all","Dim & vague, flat","JL",4,7,4,6,2,3.5,2,3,2,3.5,2,3
943,1845,"15/05/2020 20:05","Sometimes","Sometimes","All/almost all of the time","Dim & vague, flat","",5,4,4,4,5,4,4,4,5,4,4,4
944,16030,"15/05/2020 20:15","About half the time","Most of the time","Not at all","Clear and lively","",2,2,2,4,2,2,2,4,2,2,2,4
945,1240,"15/05/2020 21:07","Sometimes","About half the time","About half the time","Moderately clear and lively","",3,4,4,3,3,4,4,3,3,4,4,3
946,2295,"15/05/2020 21:34","Most of the time","Most of the time","Most of the time","Clear and lively","",4,5,4,3,4,5,4,3,4,5,4,3
947,975,"15/05/2020 22:36","Most of the time","Most of the time","Sometimes","Moderately clear and lively","CP",6,3,3,3,3,1.5,1.5,1.5,3,1.5,1.5,1.5
948,2844,"15/05/2020 22:49","Sometimes","Sometimes","Sometimes","Perfectly clear and lively as real seeing","",4,2,2,3,4,2,2,3,4,2,2,3
949,1417,"15/05/2020 23:36","Most of the time","About half the time","About half the time","Clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
950,740,"16/05/2020 0:11","Sometimes","About half the time","Sometimes","Moderately clear and lively","",5,3,3,3,5,3,3,3,5,3,3,3
951,4395,"16/05/2020 0:12","Not at all","Most of the time","Not at all","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
952,3724,"16/05/2020 0:19","Sometimes","About half the time","All/almost all of the time","Perfectly clear and lively as real seeing","",0,0,0,0,0,0,0,0,0,0,0,0
953,1172,"16/05/2020 0:35","All/almost all of the time","All/almost all of the time","All/almost all of the time","Perfectly clear and lively as real seeing","",7,4,4,3,7,4,4,3,7,4,4,3
954,1589,"16/05/2020 0:56","Not at all","Not at all","All/almost all of the time","No image at all, you only “know” that you are thinking of the object","",2,2,2,1,2,2,2,1,2,2,2,1
955,867,"16/05/2020 1:29","Sometimes","Sometimes","Sometimes","Moderately clear and lively","",3,2,2,3,3,2,2,3,3,2,2,3
956,1165,"16/05/2020 1:39","Sometimes","Not at all","About half the time","Moderately clear and lively","",2,3,4,3,2,3,4,3,2,3,4,3
957,824,"16/05/2020 1:51","Not at all","Not at all","Not at all","No image at all, you only “know” that you are thinking of the object","",0,0,0,0,0,0,0,0,0,0,0,0
958,1894,"16/05/2020 1:53","Sometimes","Sometimes","Sometimes","Dim & vague, flat","",2,4,3,3,2,4,3,3,2,4,3,3
959,1367,"16/05/2020 3:01","About half the time","About half the time","About half the time","Moderately clear and lively","",0,0,0,0,0,0,0,0,0,0,0,0
960,2610,"16/05/2020 3:10","Not at all","Not at all","Sometimes","No image at all, you only “know” that you are thinking of the object","",0,0,0,0,0,0,0,0,0,0,0,0
961,895,"16/05/2020 3:18","Sometimes","Most of the time","Most of the time","Moderately clear and lively","",3,2,2,3,3,2,2,3,3,2,2,3
